"crime_id","offense_date","agency_crimetype_id","city","state","coord1","coord2","masked_address","location","category",":@computed_region_me95_vbw4",":@computed_region_xf2b_u4zq",":@computed_region_gxae_hf64",":@computed_region_stch_rtry",":@computed_region_dgrd_cuuf",":@computed_region_m99d_em2n",":@computed_region_nyzj_ikpv",":@computed_region_g8my_uw59",":@computed_region_fe8q_buag",":@computed_region_y9za_kydd",":@computed_region_khsv_6puy",":@computed_region_pukb_5jqa",":@computed_region_fuzm_ngj2",":@computed_region_scpn_qt9a"
"2307016980ME [37:510]","2023-07-30T18:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.011","-90.046","5100 Berta Rd","POINT (-90.046 35.011)","Theft from Vehicle","9","13","6","1","43","21",,"3","1","7",,,"6","1"
"2308006209ME [15:050]","2023-08-11T12:09:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.145","-90.053","100 N Main St","POINT (-90.053 35.145)","Theft","3","8","6","1","3",,,"31","2","6",,,"7","1"
"1303013837ME [28:680]","2013-03-22T13:45:00.000","MVT/Passenger Vehicle","Memphis","TN",,,"1900 Wynton",,"Theft of Vehicle",,,,,,,,,,,,,,
"1206001188ME [24:077]","2012-06-03T04:30:00.000","Aggravated Assault/DV","Memphis","TN","35.067","-89.931","3000 Getwell","POINT (-89.931 35.067)","Assault","17","11","5","2","8","2",,"12","1","5",,,"4","2"
"1706003975ME [20:790]","2017-06-08T13:52:00.000","Identity Theft","Memphis","TN","35.087","-89.915","4500 Helene Rd","POINT (-89.915 35.087)","Theft","16","9","5","2",,,,"18","1","5",,,"5","2"
"1207005208ME [22:177]","2012-07-10T06:30:00.000","Simple Assault/DV","Memphis","TN","35.016","-90.044","4900 Farris Circle","POINT (-90.044 35.016)","Assault","9","13","6","1","43","21",,"3","1","7",,,"6","1"
"2005007203ME [09:370]","2020-05-18T17:00:00.000","Theft of Other Trailer","Memphis","TN","35.169","-89.855","6300 N Shelby Oaks Dr","POINT (-89.855 35.169)","Theft of Vehicle","28","3","1","2",,,,"42","2","2",,,"1","2"
"1310003938ME [08:063]","2013-10-06T21:00:00.000","Simple Assault/DV","Memphis","TN",,,"5700 Winter Tree",,"Assault",,,,,,,,,,,,,,
"2308006318ME [13:450]","2023-08-11T14:50:00.000","Burglary/Business","Memphis","TN","35.050","-89.888","3700 Winplace Rd","POINT (-89.888 35.05)","Breaking & Entering","14","11","3","1","8","2",,"5","1","8",,,"3","1"
"1510012736ME [47:083]","2015-10-26T05:00:00.000","Simple Assault","Memphis","TN","35.163","-89.854","Macon//Heatcliff","POINT (-89.854 35.163)","Assault","28","3","2","2",,,,"42","2","2",,,"1","2"
"1310010310ME [03:047]","2013-10-14T00:30:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"2600 Corporate",,"Property Crime",,,,,,,,,,,,,,
"2308006866ME [07:517]","2023-08-12T01:45:00.000","Burglary/Non-residential","Memphis","TN","35.051","-89.906","4800 Winchester Rd","POINT (-89.906 35.051)","Breaking & Entering","17","11","3","2","8","2",,"5","1","8",,,"3","1"
"2005005083ME [16:180]","2020-05-14T02:33:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.062","-89.886","5400 Knight Arnold Rd","POINT (-89.886 35.062)","Theft","17","11","3","1","8","2",,"12","1","5",,,"4","1"
"1304000679ME [14:013]","2013-04-01T20:00:00.000","Theft from Building","Memphis","TN",,,"2400 Ketchum",,"Theft",,,,,,,,,,,,,,
"2308006552ME [10:710]","2023-08-11T23:07:00.000","Vandalism/Misdemeanor","Memphis","TN","35.051","-90.008","3600 Dalebranch Dr","POINT (-90.008 35.051)","Property Crime","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1210011662ME [23:570]","2012-10-20T18:45:00.000","Intimidation","Memphis","TN","35.014","-90.056","5000 Neely Rd","POINT (-90.056 35.014)","Assault","9","13","6","1",,,,"3","1","7",,,"6","1"
"1507011851ME [01:803]","2015-07-21T22:50:00.000","Simple Assault/DV","Memphis","TN","35.162","-89.978","1000 Barbara","POINT (-89.978 35.162)","Assault","8","7","7","1","1","1",,"43","2","4",,,"5","2"
"2005001560ME [06:110]","2020-05-05T11:40:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.106","-89.878","5600 Poplar","POINT (-89.878 35.106)","Theft","19","4","4","2",,,,"39","2","2",,,"5","2"
"1404002842ME [05:653]","2014-04-05T11:00:00.000","False Pretenses/Swindle/Confidence Game","Memphis","TN",,,"1700 Lookout",,"Disorder",,,,,,,,,,,,,,
"1311014999ME [03:583]","2013-11-22T11:00:00.000","MVT/Passenger Vehicle","Memphis","TN",,,"200 Goodloe",,"Theft of Vehicle",,,,,,,,,,,,,,
"1310004729ME [28:123]","2013-10-08T08:00:00.000","Threatening Phone Call","Memphis","TN",,,"2900 S Mendenhall",,"Assault",,,,,,,,,,,,,,
"1409013042ME [24:300]","2014-09-23T10:00:00.000","Burglary/Residential","Memphis","TN","35.077","-89.944","3600 Venable","POINT (-89.944 35.077)","Breaking & Entering","17","11","5","1","26",,,"14","1","5",,,"3","1"
"1401003236ME [03:440]","2014-01-07T18:50:00.000","Weapon Law Violations/Misdemeanor","Memphis","TN",,,"W Shelby//Ford",,"Weapons Offense",,,,,,,,,,,,,,
"2308003517ME [07:793]","2023-08-07T02:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.212","-90.010","3200 Mensi St","POINT (-90.01 35.212)","Property Crime","23","1","7","1","12","4",,"49","2","3",,,"7","1"
"2212010541ME [34:747]","2022-12-21T22:30:00.000","MVT/Passenger Vehicle","Memphis","TN","35.134","-90.029","400 Pauline St","POINT (-90.029 35.134)","Theft of Vehicle","4","8","6","1","36",,,"28","2","6",,,"6","1"
"1408000096ME [25:627]","2014-07-31T21:00:00.000","Theft from Semi-trailer","Memphis","TN",,,"5000 Outland Center Dr",,"Theft from Vehicle",,,,,,,,,,,,,,
"1408008453ME [27:390]","2014-08-15T12:30:00.000","Simple Assault/DV","Memphis","TN","35.133","-89.855","6300 Walnut Grove Rd","POINT (-89.855 35.133)","Assault","19","3","1","2",,,,"32","2","2",,,"2","2"
"1706003351ME [03:320]","2016-10-28T16:21:00.000","Prescription Forgery","Memphis","TN","35.134","-89.991","2200 Union Ave","POINT (-89.991 35.134)","Drugs","4","8","4","2","19",,,"34","2","4",,,"4","2"
"1306013213ME [26:090]","2013-06-22T03:10:00.000","Robbery/Individual","Memphis","TN",,,"Lamar//Getwell",,"Robbery",,,,,,,,,,,,,,
"2308007304ME [09:937]","2023-08-12T14:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.146","-89.954","200 Union Ave","POINT (-89.954 35.146)","Theft from Vehicle","11","9","4","2","18","7",,"30","2","9",,,"5","2"
"1607010172ME [05:813]","2016-07-20T14:35:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.107","-89.892","5100 Park Ave","POINT (-89.892 35.107)","Theft","16","4","4","2",,,,"39","2","2",,,"2","2"
"1210005261ME [45:350]","2012-10-10T02:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.041","-89.843","4000 BIRCH FORK DR","POINT (-89.843 35.041)","Property Crime","14","10","3","1","8","2","1","4","1","8",,,"3","2"
"1407016692ME [01:887]","2014-07-31T14:09:00.000","Theft & Recovery/Passenger Vehicle","Memphis","TN",,,"2200 Brown Ave",,"Vehicle Recovery",,,,,,,,,,,,,,
"1512012585ME [06:293]","2015-12-27T02:15:00.000","Aggravated Assault/DV","Memphis","TN","35.282","-89.920","2100 Duncan Dr","POINT (-89.92 35.282)","Assault","2",,,,,,,,,,,,,
"1702013882ME [25:920]","2017-02-26T22:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.028","-90.013","4500 Rodney Dr","POINT (-90.013 35.028)","Property Crime","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"2003006213ME [11:860]","2020-03-15T13:20:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.206","-89.913","3000 Coleman Rd","POINT (-89.913 35.206)","Theft","24","2","1","2","25","10",,"52","2","3",,,"1","2"
"1411009055ME [04:720]","2014-11-18T13:00:00.000","Burglary/Residential","Memphis","TN","35.170","-89.933","1500 Salem St","POINT (-89.933 35.17)","Breaking & Entering","20","6","4","2","29","12","7","41","2","9",,,"5","2"
"1507011627ME [36:520]","2015-07-14T15:30:00.000","Identity Theft","Memphis","TN","35.109","-90.021","1400 Elvis Presley","POINT (-90.021 35.109)","Theft","6","14","5","1","9",,,"22","1","1",,,"4","1"
"1408008912ME [33:180]","2014-08-15T22:30:00.000","Burglary/Residential","Memphis","TN","35.096","-90.000","1900 State","POINT (-90 35.096)","Breaking & Entering","13","14","5","1","35","16",,"22","1","1",,,"4","1"
"1504005644ME [35:753]","2015-04-10T07:00:00.000","Simple Assault/DV","Memphis","TN","35.103","-89.932","1100 Mcevers","POINT (-89.932 35.103)","Assault","10","9","5","1","21",,"4","19","1","5",,,"4","2"
"1507008847ME [13:837]","2015-07-16T11:00:00.000","Intimidation","Memphis","TN","35.181","-89.985","2200 Shannon","POINT (-89.985 35.181)","Assault","8","7","7","1","1","1",,"43","2","4",,,"7","1"
"1502009649ME [39:600]","2015-02-19T21:11:00.000","Vandalism/Misdemeanor","Memphis","TN","35.055","-89.922","3500 Goodlett","POINT (-89.922 35.055)","Property Crime","17","11","3","2","8","2",,"14","1","5",,,"3","1"
"2308004506ME [43:540]","2023-08-08T12:00:00.000","Other Theft/Non-Specific","Memphis","TN","35.151","-89.888","800 White Station Rd","POINT (-89.888 35.151)","Theft","20","4","1","2",,,,"39","2","2",,,"5","2"
"1502000492ME [11:130]","2015-02-02T11:00:00.000","Theft from Building","Memphis","TN","35.108","-89.998","1500 Lapaloma","POINT (-89.998 35.108)","Theft","13","14","5","1","9",,,"22","1","1",,,"4","1"
"1411013319ME [37:770]","2014-11-26T15:30:00.000","Simple Assault/DV","Memphis","TN","35.053","-90.054","3600 Hillridge","POINT (-90.054 35.053)","Assault","9","13","6","1","43","21",,"13","1","7",,,"6","1"
"1503007000ME [07:297]","2015-03-15T21:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.076","-89.940","3700 American Way","POINT (-89.94 35.076)","Theft from Vehicle","17","11","5","1","26",,,"14","1","5",,,"3","1"
"1302011381ME [18:610]","2013-02-20T17:45:00.000","Vandalism/Misdemeanor","Memphis","TN","34.857","-81.598","7700 Valley Glen Dr","POINT (-81.598 34.857)","Property Crime",,,,,,,,,,,,,,
"1701011402ME [01:920]","2017-01-21T18:00:00.000","Simple Assault","Memphis","TN","35.198","-90.004","Overton Crossing//James","POINT (-90.004 35.198)","Assault","23","1","7","1","12","4",,"49","2","3",,,"7","1"
"1707009893ME [36:343]","2017-07-19T13:10:00.000","Theft from Building","Memphis","TN","35.199","-89.789","2700 Ngermantown Pkwy","POINT (-89.789 35.199)","Theft","27","3","1","2",,,,"47","2","2",,,"1","2"
"1812013332ME [10:637]","2018-12-29T22:50:00.000","Theft from Motor Vehicle","Memphis","TN","35.092","-90.062","100 E Fernwood Ave","POINT (-90.062 35.092)","Theft from Vehicle","9","14","6","1","9","18","6","24","1","1",,,"6","1"
"1510009890ME [24:900]","2015-10-20T13:10:00.000","Simple Assault","Memphis","TN","35.173","-89.972","1400 Standridge","POINT (-89.972 35.173)","Assault","8","7","7","1",,,,"43","2","4",,,"7","1"
"1507014535ME [23:090]","2015-07-27T12:00:00.000","Aggravated Assault","Memphis","TN","35.164","-89.866","5900 Shelby Oaks","POINT (-89.866 35.164)","Assault","28","3","1","2",,,,"42","2","2",,,"1","2"
"1410011817ME [28:257]","2014-10-22T14:58:00.000","Drugs/Narcotics Violation/Misdemeanor","Memphis","TN","35.036","-90.008","Millbranch Rd//E Raines Rd","POINT (-90.008 35.036)","Drugs","15","12","6","1","43","21",,"8","1","7",,,"6","1"
"1502012114ME [42:620]","2015-02-25T14:35:00.000","Drugs/Narcotics Violation/Felony","Memphis","TN","35.087","-90.055","300 E Mallory","POINT (-90.055 35.087)","Drugs","9","14","6","1","9",,,"23","1","1",,,"6","1"
"1602012811ME [05:853]","2016-02-25T06:30:00.000","Threatening Phone Call","Memphis","TN","35.039","-89.901","4100 Outland","POINT (-89.901 35.039)","Assault","17","11","3","2","8","2",,"5","1","8",,,"3","1"
"1411010497ME [21:780]","2014-11-21T02:25:00.000","Simple Assault/DV","Memphis","TN","35.099","-90.047","1800 S Wellington","POINT (-90.047 35.099)","Assault","6","14","6","1","9",,,"23","1","1",,,"6","1"
"2110013997ME [13:377]","2021-10-31T07:45:00.000","Simple Assault/DV","Memphis","TN","35.108","-89.971","900 Marianna St","POINT (-89.971 35.108)","Assault","13","5","5","1","40","13",,"20","1","1",,,"4","1"
"1201011882ME [37:863]","2012-01-20T08:00:00.000","Burglary/Residential","Memphis","TN","35.155","-89.924","900 Wingfield Rd","POINT (-89.924 35.155)","Breaking & Entering","20","6","4","2",,,,"40","2","9",,,"5","2"
"1409004466ME [26:530]","2014-09-08T13:05:00.000","Simple Assault/DV","Memphis","TN","35.242","-89.981","2500 Lisa","POINT (-89.981 35.242)","Assault","23","1","7","1","12","4",,"53","2","3",,,"7","1"
"1801010488ME [37:110]","2018-01-22T00:00:00.000","Intimidation/DV","Memphis","TN","35.073","-89.866","6000 Mt Moriah Rd","POINT (-89.866 35.073)","Assault","14","11","3","1","8","2","1","17","1","5",,,"4","1"
"1404003066ME [17:553]","2014-04-05T22:30:00.000","Simple Assault","Memphis","TN",,,"4400 Summer Ave",,"Assault",,,,,,,,,,,,,,
"2308006990ME [14:877]","2023-08-12T20:36:00.000","Drug Equipment Violation","Memphis","TN","35.144","-90.014","1400 Poplar Ave","POINT (-90.014 35.144)","Drugs","4","8","4","2","19","9",,"36","2","4",,"1","5","2"
"2308002926ME [15:407]","2023-08-05T21:15:00.000","Aggravated Assault/DV","Memphis","TN","35.049","-89.823","Winchester//Riverdale Rd","POINT (-89.823 35.049)","Assault","21","10","2","2","8","2",,"10","1","8",,,"2","2"
"2308009166ME [08:133]","2023-08-16T17:20:00.000","Simple Assault/DV","Memphis","TN","35.212","-90.026","3200 Madewell Dr","POINT (-90.026 35.212)","Assault","23","1","7","1","12","4",,"51","2","3",,,"7","1"
"1309003369ME [59:867]","2013-09-08T00:00:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"4300 Timber Rise Rd",,"Property Crime",,,,,,,,,,,,,,
"1403001833ME [02:857]","2014-03-03T22:00:00.000","Burglary/Residential","Memphis","TN",,,"2300 South Pkwy",,"Breaking & Entering",,,,,,,,,,,,,,
"1507005020ME [20:050]","2015-07-09T15:30:00.000","Vandalism/Felony","Memphis","TN","35.098","-89.998","2000 Frisco","POINT (-89.998 35.098)","Property Crime","13","14","5","1","35","16",,"22","1","1",,,"4","1"
"1506016384ME [42:750]","2015-06-25T18:00:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.033","-90.017","4300 Eastwind","POINT (-90.017 35.033)","Theft","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1501011578ME [34:340]","2015-01-23T23:04:00.000","Aggravated Assault","Memphis","TN","35.080","-89.985","2500 Airways","POINT (-89.985 35.08)","Assault","13","14","5","1","35","16",,"16","1","1",,,"6","1"
"2308000336ME [18:027]","2023-07-25T19:00:00.000","Theft from Building","Memphis","TN","35.032","-89.882","4300 Mendenhall Rd","POINT (-89.882 35.032)","Theft","31","11","3","1","8","2","1","1","1","8",,,"3","1"
"0601001303ME [23:177]","2006-01-03T15:05:00.000","Simple Assault/DV","Memphis","TN",,,"6400 Mullins Station",,"Assault",,,,,,,,,,,,,,
"1206013658ME [45:747]","2012-06-21T22:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.128","-90.005","700 South Belvedere","POINT (-90.005 35.128)","Theft from Vehicle","4","8","4","2","44","22",,"34","2","4",,,"4","2"
"1404008268ME [52:980]","2014-04-12T12:00:00.000","Drug Equipment Violation","Memphis","TN",,,"3900 Old Allen",,"Drugs",,,,,,,,,,,,,,
"1109018386ME [14:497]","2011-09-29T20:00:00.000","Other Theft/Non-Specific","Memphis","TN","35.168","-90.023","1100 Chelsea Ave","POINT (-90.023 35.168)","Theft","7","7","7","1","20","8",,"44","2","6",,,"7","1"
"1503010476ME [11:207]","2015-03-21T06:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.181","-89.926","1800 Ozark","POINT (-89.926 35.181)","Property Crime","8","6","7","2",,,,"40","2","9",,,"7","2"
"1308012753ME [07:940]","2013-08-20T10:00:00.000","Burglary/Residential","Memphis","TN",,,"4300 Ridgestone Dr",,"Breaking & Entering",,,,,,,,,,,,,,
"1410006934ME [34:130]","2014-10-12T20:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.124","-89.950","300 S Reese St","POINT (-89.95 35.124)","Theft from Vehicle","10","9","4","2","21",,"4","30","2","9",,,"5","2"
"2308002274ME [16:590]","2023-08-04T16:28:00.000","Theft from Motor Vehicle","Memphis","TN","35.050","-89.821","7300 Winchester Rd","POINT (-89.821 35.05)","Theft from Vehicle","21","10","2","2","8","2",,"10","1","8",,,"2","2"
"1805002634ME [11:143]","2018-05-04T13:30:00.000","Simple Assault","Memphis","TN","35.116","-90.055","300 E Mclemore Ave","POINT (-90.055 35.116)","Assault","6","14","6","1","9",,,"27","2","4",,,"6","1"
"1608005050ME [42:103]","2016-08-10T13:00:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.117","-89.910","4600 Poplar Ave","POINT (-89.91 35.117)","Theft","16","9","4","2",,,,"29","2","9",,,"5","2"
"1408005471ME [18:630]","2014-08-10T13:50:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"3100 Emerald",,"Property Crime",,,,,,,,,,,,,,
"1205016724ME [47:343]","2012-05-26T15:00:00.000","Intimidation","Memphis","TN","35.170","-89.989","2100 Hunter","POINT (-89.989 35.17)","Assault","8","7","7","1","1","1",,"43","2","4",,,"7","1"
"2212013065ME [23:533]","2022-12-28T21:52:00.000","Simple Assault","Memphis","TN","35.180","-89.926","4100 Berkshire Ave","POINT (-89.926 35.18)","Assault","8","6","7","2",,,,"40","2","9",,,"7","2"
"1110005112ME [21:540]","2011-10-08T16:00:00.000","Burglary/Residential","Memphis","TN","35.163","-89.997","1900 Vollintine","POINT (-89.997 35.163)","Breaking & Entering","7","8","7","1","16",,"3","45","2","4",,,"7","1"
"1412007253ME [30:270]","2014-12-15T14:29:00.000","Identity Theft","Memphis","TN","35.004","-90.085","5300 Lodestone Loop","POINT (-90.085 35.004)","Theft","9","13","6","1",,,,"2","1","7",,,"6","1"
"1703002400ME [35:357]","2017-03-05T17:00:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.232","-89.894","4000 Austin Peay","POINT (-89.894 35.232)","Theft","24","2","1","2","25","10",,"52","2","3",,,"1","2"
"1307003684ME [11:973]","2013-07-06T17:20:00.000","Aggravated Assault","Memphis","TN",,,"4200 Tarrypark",,"Assault",,,,,,,,,,,,,,
"1401008247ME [05:703]","2014-01-16T23:00:00.000","Simple Assault/DV","Memphis","TN",,,"2900 Hickory Pointe Ln",,"Assault",,,,,,,,,,,,,,
"1310009114ME [52:073]","2013-10-15T12:45:00.000","Drugs/Narcotics Violation/Misdemeanor","Memphis","TN",,,"600 E Gage",,"Drugs",,,,,,,,,,,,,,
"1210002368ME [37:933]","2012-10-04T18:00:00.000","Simple Assault/DV","Memphis","TN","35.175","-89.976","1500 Hollywood","POINT (-89.976 35.175)","Assault","8","7","7","1","1","1",,"43","2","4",,,"7","1"
"1311004345ME [07:340]","2013-10-28T00:01:00.000","Other Theft/Scrap Metal","MEMPHIS","TN",,,"1300 S WILLETT",,"Theft",,,,,,,,,,,,,,
"2308001561ME [15:650]","2023-08-02T15:30:00.000","Other Theft/Non-Specific","Memphis","TN","35.235","-90.007","4100 Steele St","POINT (-90.007 35.235)","Theft","23","1","7","1","12","4",,"53","2","3",,,"7","1"
"1204017888ME [30:420]","2012-04-28T19:00:00.000","Burglary/Non-Residential","Memphis","TN","35.133","-90.064","100 W Calhoun Ave","POINT (-90.064 35.133)","Breaking & Entering","3","8","6","1","4",,,"28","2","6",,,"6","1"
"1407006734ME [47:303]","2014-07-12T21:00:00.000","Aggravated Assault","Memphis","TN",,,"600 Techno Ln, Apt 204",,"Assault",,,,,,,,,,,,,,
"2307012493ME [18:820]","2023-07-23T05:00:00.000","Robbery/Individual","Memphis","TN","35.025","-89.953","4400 Firewood Ln","POINT (-89.953 35.025)","Robbery","17","11","3","1",,,,"6","1","8",,,"3","1"
"1510001470ME [09:737]","2015-10-03T20:50:00.000","Simple Assault/DV","Memphis","TN","35.054","-89.911","3500 Knight","POINT (-89.911 35.054)","Assault","17","11","3","2","8","2",,"9","1","5",,,"4","2"
"1402003406ME [11:953]","2014-02-07T08:00:00.000","Theft from Building","Memphis","TN",,,"2100 Warren",,"Theft",,,,,,,,,,,,,,
"2308000591ME [08:940]","2023-08-01T20:45:00.000","Robbery/Individual","Memphis","TN","35.108","-89.895","5100 Park Ave","POINT (-89.895 35.108)","Robbery","16","4","4","2",,,,"39","2","2",,,"2","2"
"2308004578ME [10:080]","2023-08-08T15:50:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.106","-89.878","5600 Poplar Ave","POINT (-89.878 35.106)","Theft","19","4","4","2",,,,"39","2","2",,,"5","2"
"1608013709ME [05:833]","2016-08-25T15:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.116","-90.054","300 E Mclemore","POINT (-90.054 35.116)","Theft from Vehicle","6","14","6","1","9",,,"27","2","4",,,"6","1"
"2111009354ME [08:667]","2021-11-21T17:51:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.116","-89.946","600 Highland St","POINT (-89.946 35.116)","Theft","10","9","4","2","21",,"4","25","2","9",,,"5","2"
"1707015419ME [46:763]","2017-07-28T22:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.124","-89.986","2300 Elzey","POINT (-89.986 35.124)","Theft from Vehicle","4","8","5","1","19",,,"34","2","4","1",,"4","1"
"1504010372ME [38:780]","2015-04-17T23:00:00.000","Simple Assault/DV","Memphis","TN","35.087","-89.859","2300 Ridgeway","POINT (-89.859 35.087)","Assault","18","4","2","2",,,,"17","1","5",,,"2","2"
"2112007013ME [10:990]","2021-12-16T18:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.171","-89.941","3600 Bayliss Ave","POINT (-89.941 35.171)","Theft from Vehicle","20","6","4","2","29","12","7","41","2","9",,,"5","2"
"1509007060ME [14:290]","2015-09-13T14:30:00.000","Burglary/Non-residential","Memphis","TN","35.162","-89.990","1000 Oakmont","POINT (-89.99 35.162)","Breaking & Entering","7","8","7","1","16","1","3","43","2","4",,,"7","1"
"1310014270ME [20:887]","2013-10-12T09:20:00.000","Theft from Motor Vehicle","Memphis","TN",,,"8300 Varnavas Dr",,"Theft from Vehicle",,,,,,,,,,,,,,
"1506006986ME [34:087]","2015-06-12T12:40:00.000","Simple Assault","Memphis","TN","35.107","-89.945","3600 Park","POINT (-89.945 35.107)","Assault","10","9","5","1","21",,"4","19","1","5",,,"4","1"
"1606000735ME [09:927]","2016-06-02T02:30:00.000","Drunkenness","Memphis","TN","35.145","-90.042","1100 Jefferson","POINT (-90.042 35.145)","Liquor","5","8","7","1","36","3",,"33","2","6",,,"6","1"
"1601009311ME [32:493]","2016-01-16T20:00:00.000","Aggravated Assault/DV","Memphis","TN","35.176","-89.790","8200 Dexter Creek Cv","POINT (-89.79 35.176)","Assault","34","3","2","2",,,,"48","2","2",,,"2","2"
"1509010366ME [07:100]","2015-09-18T10:50:00.000","Intimidation","Memphis","TN","35.023","-89.990","4700 Airways","POINT (-89.99 35.023)","Assault","15","12","3","1","43","21",,"7","1","7",,,"3","1"
"2111000446ME [08:427]","2021-11-01T07:20:00.000","Vandalism/Misdemeanor","Memphis","TN","35.056","-89.923","3500 Goodlett Rd","POINT (-89.923 35.056)","Property Crime","17","11","3","2","8","2",,"14","1","5",,,"3","1"
"1803015527ME [13:613]","2018-03-30T01:00:00.000","Vandalism/Felony","Memphis","TN","35.139","-89.978","2600 Poplar Ave","POINT (-89.978 35.139)","Property Crime","11","9","4","2","18","7",,"30","2","9",,,"5","2"
"1603014458ME [02:520]","2016-03-27T17:00:00.000","Vandalism/Felony","Memphis","TN","35.187","-89.875","2300 W River Trace Dr","POINT (-89.875 35.187)","Property Crime","28","2","1","2",,,,"42","2","2",,,"1","2"
"1304014707ME [17:997]","2013-04-23T20:50:00.000","Shoplifting/Misdemeanor","Memphis","TN",,,"3500 Jackson",,"Theft",,,,,,,,,,,,,,
"1704009664ME [02:990]","2017-04-18T14:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.101","-89.946","3600 Vanuys Rd","POINT (-89.946 35.101)","Theft from Vehicle","10","9","5","1","21",,"4","19","1","5",,,"4","1"
"1703014266ME [32:367]","2017-03-28T13:30:00.000","Simple Assault/DV","Memphis","TN","35.169","-89.923","4200 Bayliss","POINT (-89.923 35.169)","Assault","8","6","1","2",,,,"40","2","9",,,"5","2"
"1508003265ME [22:293]","2015-08-07T13:32:00.000","Aggravated Assault/DV","Memphis","TN","35.177","-89.836","Whitten//I-40","POINT (-89.836 35.177)","Assault","27","3","1","2",,,,"47","2","2",,,"1","2"
"1503014057ME [06:237]","2015-03-27T15:15:00.000","Vandalism/Misdemeanor","Memphis","TN","35.032","-90.094","900 Ledbetter","POINT (-90.094 35.032)","Property Crime","9","13","6","1",,,,"2","1","7",,,"6","1"
"1211000233ME [27:687]","2012-11-01T11:21:00.000","Theft from Building","Memphis","TN","35.083","-89.986","2300 Airways","POINT (-89.986 35.083)","Theft","13","14","5","1","35","16",,"16","1","1",,,"6","1"
"1304005722ME [07:977]","2013-04-09T21:30:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"6400 KINSTON PARK DR",,"Property Crime",,,,,,,,,,,,,,
"2005007866ME [08:730]","2020-05-20T17:45:00.000","Simple Assault/DV","Memphis","TN","35.030","-89.861","6100 New Leaf Ln","POINT (-89.861 35.03)","Assault","31","10","3","1","8","2","1","1","1","8",,,"3","1"
"1410001508ME [38:180]","2014-10-02T17:30:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.003","-89.861","5400 Mineral Wells","POINT (-89.861 35.003)","Theft","31","11","3","1","8","2",,"5","1","8",,,"3","1"
"1603009965ME [30:257]","2016-03-18T20:15:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.005","-90.028","5300 Elvis Presley","POINT (-90.028 35.005)","Theft","15","12","3","1","43","21",,"2","1","7",,,"3","1"
"1504003677ME [38:290]","2015-04-06T20:30:00.000","Burglary/Residential","Memphis","TN","35.167","-89.982","2300 Howell","POINT (-89.982 35.167)","Breaking & Entering","8","7","7","1","1","1",,"43","2","4",,,"7","1"
"1501009432ME [11:233]","2015-01-19T19:30:00.000","Simple Assault/DV","Memphis","TN","35.180","-89.926","4100 Berkshire","POINT (-89.926 35.18)","Assault","8","6","7","2",,,,"40","2","9",,,"7","2"
"1512008233ME [08:093]","2015-12-16T13:55:00.000","Shoplifting/Felony","Memphis","TN","35.118","-89.910","4600 Poplar","POINT (-89.91 35.118)","Theft","16","9","4","2",,,,"29","2","9",,,"5","2"
"1504017384ME [37:400]","2015-04-29T18:00:00.000","Driving Under the Influence","Memphis","TN","35.217","-89.927","Raleigh Millington//Crain","POINT (-89.927 35.217)","Traffic","24","2","7","2","25","10",,"50","2","3",,,"1","2"
"1409017296ME [27:163]","2014-09-30T17:05:00.000","Weapon Law Violations/Felony","Memphis","TN","35.170","-89.933","Bayliss//Salem","POINT (-89.933 35.17)","Weapons Offense","20","6","4","2","29","12","7","41","2","9",,,"5","2"
